iter	Passed	Remaining
460	18756	21930
461	18798	21890
462	18835	21846
463	18874	21803
464	18915	21763
465	18944	21708
466	18979	21662
467	19014	21614
468	19050	21569
469	19091	21528
470	19131	21487
471	19183	21459
472	19233	21429
473	19273	21387
474	19311	21344
475	19353	21305
476	19395	21266
477	19434	21223
478	19477	21185
479	19515	21141
480	19556	21101
481	19596	21059
482	19634	21016
483	19671	20971
484	19707	20926
485	19770	20909
486	19811	20869
487	19852	20828
488	19890	20785
489	19928	20741
490	19966	20698
491	20001	20651
492	20031	20600
493	20065	20553
494	20103	20509
495	20133	20458
496	20167	20410
497	20203	20365
498	20242	20323
499	20285	20285
500	20324	20243
501	20361	20199
502	20390	20147
503	20424	20100
504	20462	20057
505	20499	20013
506	20540	19973
507	20578	19930
508	20620	19891
509	20654	19844
510	20693	19802
511	20732	19760
512	20772	19719
513	20811	19678
514	20851	19637
515	20890	19595
516	20929	19552
517	20965	19508
518	21006	19468
519	21044	19426
520	21085	19385
521	21123	19342
522	21164	19303
523	21204	19262
524	21243	19220
525	21280	19176
526	21319	19135
527	21367	19101
528	21417	19069
529	21461	19031
530	21502	18992
531	21545	18953
532	21586	18913
533	21628	18874
534	21665	18830
535	21705	18789
536	21743	18747
537	21773	18697
538	21810	18654
539	21851	18614
540	21892	18574
541	21931	18532
542	21971	18491
543	22011	18450
544	22049	18407
545	22088	18366
546	22127	18325
547	22173	18288
548	22221	18255
549	22267	18219
550	22310	18180
551	22350	18139
552	22391	18099
553	22433	18060
554	22476	18021
555	22511	17976
556	22550	17935
557	22587	17891
558	22627	17851
559	22668	17811
560	22707	17769
561	22748	17729
562	22776	17679
563	22813	17635
564	22851	17593
565	22890	17551
566	22930	17511
567	22970	17470
568	23008	17428
569	23046	17385
570	23082	17341
571	23122	17301
572	23162	17260
573	23201	17219
574	23240	17178
575	23280	17137
576	23321	17096
577	23359	17054
578	23398	17013
579	23436	16971
580	23476	16930
581	23513	16887
582	23557	16849
583	23603	16813
584	23652	16779
585	23695	16740
586	23733	16698
587	23770	16655
588	23847	16640
589	23885	16598
590	23922	16555
591	23964	16515
592	24001	16473
593	24038	16430
594	24073	16386
595	24110	16343
596	24148	16301
597	24186	16258
598	24224	16217
599	24262	16174
600	24301	16133
601	24339	16091
602	24379	16051
603	24408	16002
604	24445	15960
605	24487	15920
606	24525	15878
607	24562	15836
608	24603	15796
609	24643	15755
610	24682	15714
611	24719	15671
612	24758	15630
613	24796	15588
614	24836	15547
615	24882	15511
616	24943	15483
617	25009	15458
618	25067	15429
619	25113	15392
620	25162	15356
621	25210	15320
622	25257	15284
623	25306	15248
624	25360	15216
625	25411	15182
626	25466	15150
627	25524	15119
628	25562	15077
629	25601	15035
630	25640	14994
631	25684	14955
632	25733	14919
633	25781	14883
634	25824	14844
635	25864	14803
636	25905	14762
637	25943	14720
638	25981	14678
639	26018	14635
640	26058	14594
641	26098	14553
642	26139	14512
643	26180	14472
644	26221	14432
645	26266	14393
646	26313	14356
647	26381	14330
648	26420	14288
649	26459	14247
650	26496	14204
651	26526	14158
652	26553	14110
653	26592	14068
654	26635	14029
655	26679	13990
656	26717	13948
657	26754	13905
658	26793	13864
659	26832	13822
660	26873	13782
661	26911	13740
662	26950	13698
663	26999	13662
664	27049	13626
665	27086	13584
666	27129	13544
667	27168	13502
668	27208	13461
669	27246	13419
670	27297	13384
671	27349	13349
672	27399	13313
673	27452	13278
674	27504	13243
675	27555	13207
676	27605	13170
677	27657	13135
678	27710	13100
679	27766	13066
680	27817	13030
681	27869	12994
682	27924	12960
683	27980	12926
684	28029	12889
685	28080	12853
686	28138	12820
687	28190	12784
688	28244	12749
689	28287	12708
690	28341	12673
691	28399	12640
692	28457	12606
693	28508	12569
694	28559	12533
695	28610	12496
696	28666	12462
697	28725	12428
698	28778	12392
699	28823	12353
700	28876	12316
701	28920	12276
702	28964	12236
703	29017	12200
704	29067	12163
705	29114	12124
706	29163	12086
707	29214	12048
708	29262	12010
709	29311	11972
710	29356	11932
711	29403	11893
712	29454	11856
713	29513	11821
714	29573	11788
715	29631	11753
716	29692	11719
717	29755	11686
718	29812	11651
719	29870	11616
720	29915	11576
721	29956	11534
722	30007	11496
723	30058	11458
724	30106	11419
725	30165	11384
726	30225	11350
727	30281	11313
728	30332	11275
729	30370	11232
730	30410	11190
731	30452	11149
732	30491	11106
733	30533	11065
734	30574	11023
735	30611	10980
736	30654	10939
737	30692	10896
738	30735	10855
739	30785	10816
740	30833	10777
741	30883	10738
742	30930	10698
743	30981	10660
744	31030	10621
745	31081	10582
746	31128	10542
747	31173	10502
748	31220	10462
749	31270	10423
750	31321	10384
751	31370	10345
752	31422	10307
753	31472	10268
754	31522	10229
755	31572	10189
756	31621	10150
757	31669	10110
758	31717	10071
759	31764	10031
760	31801	9987
761	31843	9945
762	31897	9907
763	31945	9867
764	31993	9827
765	32042	9788
766	32088	9747
767	32134	9707
768	32184	9667
769	32235	9628
770	32286	9589
771	32335	9549
772	32395	9513
773	32447	9474
774	32492	9433
775	32540	9393
776	32592	9354
777	32638	9313
778	32688	9273
779	32737	9233
780	32783	9192
781	32823	9150
782	32862	9107
783	32891	9061
784	32928	9018
785	32971	8977
786	33012	8934
787	33051	8891
788	33093	8850
789	33131	8807
790	33171	8764
791	33210	8721
792	33248	8678
793	33283	8635
794	33322	8592
795	33362	8550
796	33400	8507
797	33439	8464
798	33480	8422
799	33520	8380
800	33557	8336
801	33596	8294
802	33638	8252
803	33677	8209
804	33717	8167
805	33755	8124
806	33793	8081
807	33833	8039
808	33871	7996
809	33910	7954
810	33949	7911
811	33979	7867
812	34007	7822
813	34042	7778
814	34081	7736
815	34121	7694
816	34160	7651
817	34202	7609
818	34239	7566
819	34280	7525
820	34321	7483
821	34358	7440
822	34386	7395
823	34414	7350
824	34450	7307
825	34488	7265
826	34527	7222
827	34556	7178
828	34606	7138
829	34643	7095
830	34675	7052
831	34713	7009
832	34753	6967
833	34796	6926
834	34835	6883
835	34872	6841
836	34911	6798
837	34947	6756
838	34987	6713
839	35026	6671
840	35068	6630
841	35113	6588
842	35151	6546
843	35180	6502
844	35217	6460
845	35257	6418
846	35297	6375
847	35336	6333
848	35375	6291
849	35415	6249
850	35457	6208
851	35494	6165
852	35536	6124
853	35576	6082
854	35614	6039
855	35653	5997
856	35683	5954
857	35719	5911
858	35746	5867
859	35776	5824
860	35805	5780
861	35834	5736
862	35870	5694
863	35897	5650
864	35935	5608
865	36010	5572
866	36053	5530
867	36090	5488
868	36129	5446
869	36165	5403
870	36202	5361
871	36241	5319
872	36280	5277
873	36317	5235
874	36359	5194
875	36405	5153
876	36442	5111
877	36479	5068
878	36519	5027
879	36555	4984
880	36592	4942
881	36631	4900
882	36672	4859
883	36708	4816
884	36751	4775
885	36806	4735
886	36847	4694
887	36886	4652
888	36925	4610
889	36965	4568
890	37006	4527
891	37046	4485
892	37088	4443
893	37125	4401
894	37154	4358
895	37190	4316
896	37228	4274
897	37258	4232
898	37292	4189
899	37329	4147
900	37368	4105
901	37407	4064
902	37447	4022
903	37487	3980
904	37526	3939
905	37568	3897
906	37608	3856
907	37644	3814
908	37682	3772
909	37713	3729
910	37742	3687
911	37779	3645
912	37809	3602
913	37846	3561
914	37884	3519
915	37924	3477
916	37965	3436
917	38004	3394
918	38046	3353
919	38087	3311
920	38129	3270
921	38176	3229
922	38225	3188
923	38274	3148
924	38319	3106
925	38359	3065
926	38401	3024
927	38440	2982
928	38479	2940
929	38517	2899
930	38559	2857
931	38599	2816
932	38639	2774
933	38679	2733
934	38719	2691
935	38758	2650
936	38802	2608
937	38838	2567
938	38877	2525
939	38917	2484
940	38957	2442
941	39013	2402
942	39058	2360
943	39094	2319
944	39132	2277
945	39170	2235
946	39217	2194
947	39255	2153
948	39294	2111
949	39333	2070
950	39371	2028
951	39410	1987
952	39445	1945
953	39481	1903
954	39522	1862
955	39559	1820
956	39589	1778
957	39624	1737
958	39661	1695
959	39702	1654
960	39745	1612
961	39783	1571
962	39821	1530
963	39858	1488
964	39896	1447
965	39934	1405
966	39977	1364
967	40014	1322
968	40053	1281
969	40092	1239
970	40132	1198
971	40169	1157
972	40205	1115
973	40247	1074
974	40288	1033
975	40327	991
976	40364	950
977	40394	908
978	40421	867
979	40450	825
980	40485	784
981	40524	742
982	40562	701
983	40600	660
984	40640	618
985	40679	577
986	40723	536
987	40764	495
988	40812	453
989	40858	412
990	40904	371
991	40951	330
992	40990	288
993	41028	247
994	41067	206
995	41105	165
996	41144	123
997	41185	82
998	41236	41
999	41283	0
