iter	Logloss
674	0.3071079276
675	0.3070849267
676	0.3070716858
677	0.3070620137
678	0.3070552781
679	0.3070496128
680	0.3070249327
681	0.3070122093
682	0.3070091123
683	0.3069953413
684	0.306978108
685	0.3069669652
686	0.3069563679
687	0.3069557149
688	0.3069387431
689	0.3069370752
690	0.306926757
691	0.3069135681
692	0.3068954001
693	0.3068854
694	0.3068772753
695	0.3068600842
696	0.3068496188
697	0.3068358889
698	0.3068252185
699	0.306823469
700	0.3068207162
701	0.3068208674
702	0.3068140203
703	0.306794421
704	0.3067787755
705	0.3067740243
706	0.3067575518
707	0.3067401407
708	0.3067225918
709	0.3067186256
710	0.3066989137
711	0.3066788178
712	0.3066656468
713	0.3066570433
714	0.3066386516
715	0.3066333985
716	0.3066212019
717	0.306606923
718	0.3065978114
719	0.3065939905
720	0.306593226
721	0.3065932592
722	0.3065922378
723	0.3065909598
724	0.306590987
725	0.3065863125
726	0.306576169
727	0.3065586314
728	0.306548483
729	0.3065392551
730	0.3065192325
731	0.3064986789
732	0.3064897981
733	0.306465956
734	0.306445843
735	0.3064293773
736	0.3064173451
737	0.3064150268
738	0.3064033466
739	0.3063878606
740	0.3063810287
741	0.3063705041
742	0.3063541027
743	0.3063359358
744	0.3063190107
745	0.3063069489
746	0.3063063083
747	0.3063066023
748	0.3062964642
749	0.3062826058
750	0.306270346
751	0.3062614133
752	0.3062502992
753	0.30622933
754	0.3062160952
755	0.3062101338
756	0.3061919287
757	0.3061844958
758	0.3061821091
759	0.3061703838
760	0.3061702479
761	0.3061600833
762	0.306145091
763	0.3061350831
764	0.3061244196
765	0.3061159747
766	0.3061141165
767	0.3061093098
768	0.3061018205
769	0.3060742983
770	0.3060566924
771	0.3060447907
772	0.30603273
773	0.3060205156
774	0.3060148913
775	0.3060019383
776	0.3059832063
777	0.305971969
778	0.3059484287
779	0.3059316416
780	0.3059165367
781	0.3059018018
782	0.3058927182
783	0.3058927122
784	0.3058827053
785	0.3058690679
786	0.3058530551
787	0.3058545235
788	0.305835802
789	0.3058317457
790	0.3058172834
791	0.3058000154
792	0.3057870959
793	0.3057839413
794	0.3057730837
795	0.3057656267
796	0.3057562504
797	0.3057393052
798	0.30572438
799	0.3057138978
800	0.3057084315
801	0.3057011495
802	0.3056908518
803	0.3056736196
804	0.3056606678
805	0.3056582852
806	0.3056421729
807	0.3056328064
808	0.3056230583
809	0.3056133428
810	0.3056046485
811	0.3056046273
812	0.3056042104
813	0.3056016672
814	0.3055831121
815	0.3055771679
816	0.3055609304
817	0.3055447424
818	0.305547205
819	0.3055319908
820	0.3055189496
821	0.3055127751
822	0.3055128356
823	0.3055127359
824	0.3055110286
825	0.3055102894
826	0.3054860655
827	0.3054865249
828	0.3054760942
829	0.3054757225
830	0.3054758102
831	0.3054703454
832	0.3054448214
833	0.3054311407
834	0.3054244941
835	0.3054211838
836	0.3054050521
837	0.3054041457
838	0.3053791555
839	0.3053659491
840	0.3053543707
841	0.3053360994
842	0.3053291416
843	0.3053286914
844	0.3053199787
845	0.3053014749
846	0.3052886717
847	0.3052780925
848	0.3052656073
849	0.3052611001
850	0.3052372184
851	0.3052301509
852	0.305217565
853	0.30519497
854	0.3051905552
855	0.3051803984
856	0.3051808395
857	0.305178411
858	0.3051788672
859	0.3051789549
860	0.3051785802
861	0.305178988
862	0.305177447
863	0.305177444
864	0.3051573403
865	0.3051411221
866	0.3051248208
867	0.3051139784
868	0.3050934794
869	0.3050827828
870	0.3050619799
871	0.3050495628
872	0.3050363153
873	0.30502504
874	0.3050113741
875	0.3049973454
876	0.3049913187
877	0.304967727
878	0.3049615394
879	0.304962319
880	0.3049502399
881	0.3049298141
882	0.3049186738
883	0.3049066891
884	0.3048903841
885	0.3048820717
886	0.3048808209
887	0.3048693923
888	0.3048527974
889	0.3048477521
890	0.3048253998
891	0.3048034554
892	0.3047983462
893	0.3047902988
894	0.3047907944
895	0.304791178
896	0.30478977
897	0.3047896219
898	0.304782189
899	0.3047751717
900	0.3047649651
901	0.3047460801
902	0.3047360339
903	0.3047239823
904	0.3047153715
905	0.3046967396
906	0.3046892781
907	0.3046740605
908	0.3046712771
909	0.3046721716
910	0.3046721142
911	0.3046688863
912	0.3046690405
913	0.3046630185
914	0.3046521074
915	0.3046430807
916	0.3046320826
917	0.3046138887
918	0.3046004614
919	0.304585176
920	0.3045639716
921	0.3045550052
922	0.3045436365
923	0.3045311605
924	0.3045174929
925	0.3045011954
926	0.3044878346
927	0.3044771441
928	0.3044676893
929	0.3044527832
930	0.3044399981
931	0.3044272549
932	0.3044149349
933	0.3043986774
934	0.3043903338
935	0.3043781844
936	0.304367617
937	0.3043576816
938	0.3043459915
939	0.3043338134
940	0.3043236188
941	0.3043125384
942	0.3042994802
943	0.304298474
944	0.3042850326
945	0.3042732851
946	0.3042659961
947	0.3042516598
948	0.3042415557
949	0.3042296104
950	0.3042237333
951	0.3042235851
952	0.3042226485
953	0.3042112904
954	0.3041995313
955	0.3041892939
956	0.3041889464
957	0.3041886563
958	0.3041798968
959	0.3041685898
960	0.304155451
961	0.3041490831
962	0.3041372325
963	0.3041317622
964	0.3041220092
965	0.3041128002
966	0.3041062726
967	0.3040850141
968	0.3040732818
969	0.3040619109
970	0.3040533056
971	0.3040454462
972	0.304035799
973	0.3040277645
974	0.3040108129
975	0.303993611
976	0.303984285
977	0.3039842005
978	0.3039841974
979	0.3039842065
980	0.3039801877
981	0.303962771
982	0.3039548845
983	0.30395339
984	0.3039375772
985	0.3039294059
986	0.3039119792
987	0.3038959753
988	0.303879971
989	0.3038668448
990	0.3038530531
991	0.3038440822
992	0.3038370471
993	0.3038259811
994	0.3038180939
995	0.3038034
996	0.3037882533
997	0.3037708938
998	0.3037674333
999	0.303767536
